koi_pdisposition,koi_fpflag_nt,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr,koi_slogg,koi_srad
1.0000000001,1e-10,6.759830051295436e-05,-3.1717770325608945,-3.8016745126867044,-7.320839692557702,1.2428603660069543e-05,7.10214271144737e-06,-5.123908744187727,-0.17150942717832893,0.003094008341985387
1e-10,1e-10,7.758886525381362e-05,-3.219155362480594,-2.884446591453267,-4.512068220351064,6.588614349916383e-05,1.0898424320293066e-05,-2.6545836029496708,-0.20950740079219843,0.003981740664580351
1.0000000001,1e-10,0.0010997644914705637,-3.69126552600436,-2.7471848439601563,-4.982805060013467,4.402395633807766e-05,1.9557744569128456e-07,-4.178005184305487,-0.16483383496533457,0.0032985349065048153
1.0000000001,1e-10,4.556346019569496e-05,-4.493111932135647,-3.7645127378182357,-10.22642502057699,3.543970521545934e-06,2.3416288412598502e-05,-6.4438109694399355,-0.19866656114396852,0.003929521116192412
1.0000000001,1e-10,0.00046219365838763126,-2.3941029968353726,-3.0487570257272907,-4.330811187020318,6.044555354355107e-05,6.185029473504656e-07,-3.2611382535076348,-0.16483383496533457,0.0032985349065048153
1.0000000001,1e-10,0.00022245403743360325,-3.8020559833609417,-3.372428554154721,-8.057885930612278,9.134301485111352e-06,1.63060112410721e-06,-6.660034062731675,-0.16483383496533457,0.0032985349065048153
1e-10,1e-10,9.989325348718487e-06,-3.2975444771690086,-4.187846827623889,-7.543664566976938,0.0001278290071222414,0.00010099799820184088,-5.452618968935667,-0.1706167692302954,0.003507413100056571
1e-10,1e-10,2.1142455797618055e-05,-3.2683947095524823,-3.251446636877893,-7.869435706128628,8.086114429442837e-06,1.5387098003129382e-05,-5.229475422288829,-0.15996656871985312,0.002706713358108173
1.0000000001,1e-10,1.0407402172271414e-05,-3.2946767441391556,-4.284518477357854,-4.629467122489858,5.600323697428927e-05,0.00012143543918266705,-2.1940269377598094,-0.1793543626251735,0.00341167726134535
1.0000000001,1e-10,3.4933300587182294e-05,-3.2974715836083472,-4.105293305660716,-7.331783847454704,1.2079207974846706e-05,1.3288912522975735e-05,-4.854009081577201,-0.16084976595092906,0.0030374371645651202
1.0000000001,1e-10,0.0001558827341475471,-3.099810273442334,-3.5426160703171368,-6.595893331515786,1.6621351882743605e-05,1.558438889482857e-06,-4.747940602578738,-0.1674987266153968,0.0028372622290780206
1.0000000001,1e-10,2.3834582168013252e-05,-3.2684789993271735,-4.311067769348364,-6.850272442894961,9.73326551692193e-06,3.994599392560688e-06,-4.839944152288921,-0.12185847199023696,0.001671025648414049
1e-10,1e-10,1.742567800050924e-05,-3.287638192002473,-4.260546943212717,-7.048373837492259,0.00015063955400036099,6.672459053930495e-05,-4.938191601239934,-0.17598470875761982,0.003611852196832449
1.0000000001,1e-10,0.00014160099818056313,-3.2156482391938,-3.459780587046584,-7.452943232077768,1.5173855472534703e-05,5.218617043150975e-06,-5.2802262692577155,-0.19889599787776777,0.004107937906517869
1.0000000001,1e-10,3.5844463117348464e-05,-4.314009658056182,-3.5165337387744535,-9.301570592683898,8.086114429442837e-06,5.4691766277196124e-05,-5.1870876447136665,-0.24924772943671356,0.005626656438800429
1.0000000001,1e-10,7.315706152226498e-05,-4.304075509921566,-3.3745355924333755,-8.212719851045362,1.3376963377102962e-05,1.2391908543214795e-05,-5.761135119856269,-0.19889599787776777,0.004107937906517869
1.0000000001,1e-10,0.0002947472357146559,-3.4403909078444195,-3.1829760951637134,-7.347470833054283,1.9666085711114053e-05,1.9831912831578443e-06,-5.429688028400798,-0.19889599787776777,0.004107937906517869
1.0000000001,1e-10,2.5260890346817915e-05,-3.3067244151060917,-3.995635859594011,-4.234291411638535,5.740081971518062e-05,1.9467461320432973e-05,-1.511788141655415,-0.1612916572528092,0.002976514358112525
1.0000000001,1e-10,0.00026617957671385155,-3.2558473016099514,-3.8731670065003923,-5.831138202254228,3.758509299611392e-05,1.4707480727241501e-06,-4.76983458695815,-0.1813816186407714,0.0033159414226341284
1.0000000001,1e-10,5.774248019074104e-05,-3.211487601712856,-3.6656122963194777,-6.435378319140374,2.715313610874631e-05,1.867002295553348e-05,-4.381883065133816,-0.19112453019391093,0.004247190035552374
1.0000000001,1e-10,0.0001825147829984692,-3.0241561645432937,-3.602383292904884,-7.172984549083969,8.58525112261832e-06,2.531245441891861e-07,-5.796853201303043,-0.12739747209068114,0.0018059261484162249
1.0000000001,1e-10,6.056011986283939e-05,-3.1871452858555434,-4.13255601603027,-6.89704332696081,1.0082661202144771e-05,9.637855383378747e-07,-5.078570064343304,-0.1220709441040473,0.0017754647451899272
1e-10,1e-10,0.00029073998183659866,-2.8731131919808295,-3.4735253872507266,-2.9231491227281152,0.00013686338126871764,1.3529135377046375e-06,-1.9409196947556067,-0.1726263713354214,0.003581390793606152
1e-10,1e-10,3.384016776306266e-05,-3.23659446687771,-1.3623783782378194,-6.444113417911804,0.00014979102162196266,3.846348450078789e-05,-3.4176438540822884,-0.17733120806323352,0.003120118116179357
1e-10,1e-10,2.697022333535317e-05,-3.2745995727442847,-3.3189087360438925,-7.8249544385652685,6.773294926391313e-05,2.436718570682573e-05,-4.182337321016299,-0.16195486054884264,0.003120118116179357
1.0000000001,1e-10,0.00011159859091886317,-4.304518406362677,-3.131138713482379,-8.183951077194,1.4025841078231092e-05,1.2597433894993014e-05,-4.434479048396167,-0.24924772943671356,0.005626656438800429
1.0000000001,1e-10,0.00016593746975319842,-3.229757983067926,-3.4658861043979936,-7.178837727009152,1.647161087479096e-05,3.5926831490832804e-06,-5.478730112321976,-0.19774934025886318,0.0038729499387721443
1e-10,1e-10,5.906002643529459e-05,-3.2645609631295605,-3.7481979525856874,-4.622577853128743,5.121152471980462e-05,9.499938482193267e-06,-3.1474598929556175,-0.15776198228929858,0.0029025366645629444
1.0000000001,1e-10,6.051030669087533e-06,-3.303085187847721,-4.338230606292992,-5.248829236699594,0.000362822562269259,0.0003106155880954669,-4.615683908815173,-0.19363222556907506,0.0038337852774811905
1.0000000001,1e-10,0.00011641779822851651,-3.2372037191756085,-3.747554540644717,-4.610178153625045,5.4555740564080364e-05,2.7897641081363687e-06,-3.999051445090568,-0.17822988257878666,0.0031505795194056545
1.0000000001,1e-10,6.047748541026915e-05,-3.1762964489672525,-3.796482543743389,-7.459342354687133,1.0132574871462318e-05,4.824921813744696e-06,-5.439814696986586,-0.16084976595092906,0.0027110649871405013
1.0000000001,1e-10,3.4411019055077604e-05,-4.538936677684897,-4.033064327342351,-8.213916738837584,6.8881863658216744e-06,9.942046350018417e-06,-6.0523321236760435,-0.16084976595092906,0.0027110649871405013
1.0000000001,1e-10,4.7109387989232524e-05,-3.285001462642816,-3.859165812262719,-7.588010501761608,1.1779725958941416e-05,1.5102102848663587e-05,-4.851180225412952,-0.1652774906957181,0.003220205583922907
1e-10,1e-10,4.410911441578091e-05,-3.215555717586825,-3.827847414529915,-7.378771327503479,1.886746700203328e-05,2.5964802774648423e-05,-5.193034143794665,-0.18386497018198242,0.003864246680707488
1e-10,1e-10,1.696141137568305e-05,-3.2942547611442152,-3.3898173426864364,-7.176713050501295,0.0001306241726040241,5.4550182145971135e-05,-4.40874233396633,-0.16660964009327653,0.0032811283903755022
1.0000000001,1e-10,2.1527669254372914e-05,-3.3087248062464436,-4.3490709714201365,-4.955452129914453,4.4473179361935595e-05,2.3502152337341404e-05,-2.768565767888086,-0.17307349855050805,0.0029678111000478683
1.0000000001,1e-10,0.00011610750342095463,-3.2299088498473947,-3.5840100727150523,-6.215062284155639,2.4557625304233796e-05,2.9843281078197504e-06,-4.6497394128775875,-0.1593046823195946,0.0030809534548884025
1.0000000001,1e-10,5.935914370523881e-05,-4.359432073277955,-3.466371535688551,-10.336175564102636,4.89163959311974e-06,2.8696006338278987e-05,-6.4231916835204625,-0.24924772943671356,0.005626656438800429
1.0000000001,1e-10,0.00023915153265137657,-3.715434843911046,-3.2968482925372085,-5.716356299197882,3.2044675701866055e-05,1.1519554159659336e-06,-4.347157354032984,-0.1593046823195946,0.0030809534548884025
